host,target_id,media,workload,runs,bw_mib_s_median,bw_mib_s_min,bw_mib_s_max,iops_median,iops_min,iops_max,clat_mean_ms_median,clat_p99_ms_median,byte_limit_runs,time_limit_runs
colva2,207,nvme,seq_read,5,2213.097038269043,2212.140851020813,6236.297198295593,2213.097039,2212.140851,6236.297199,14.352684727245997,14.614528,5,0
colva2,207,nvme,seq_write,5,4671.532846450806,4637.68115901947,4695.093993186951,4671.532847,4637.681159,4695.093994,6.761763408397999,10.944512,5,0
colva3,301,hdd,rand_read_128k,5,40.38445472717285,40.14642524719238,41.06866645812988,323.075644,321.171403,328.549334,99.028509342304,574.619648,0,5
colva3,301,hdd,rand_read_4k,5,1.7114572525024414,1.6979541778564453,1.7266664505004883,438.133098,434.676293,442.026816,73.025156898333,396.361728,0,5
colva3,301,hdd,rand_write_4k,5,1.6571626663208008,1.6363048553466797,1.6626806259155273,424.233849,418.894178,425.646319,75.42039702217001,110.624768,0,5
colva3,301,hdd,seq_read,5,164.20489406585693,159.04182815551758,164.67578125,164.204895,159.041829,164.675782,194.77831871962,229.638144,0,5
colva3,301,hdd,seq_write,5,165.1906614303589,164.41976737976074,165.92181491851807,165.190662,164.419768,165.921816,193.374808317743,238.026752,0,5
colva3,302,hdd,rand_read_128k,5,41.10121536254883,40.45285224914551,41.15754795074463,328.809726,323.62282,329.260386,97.302603200799,557.842432,0,5
colva3,302,hdd,rand_read_4k,5,1.7373380661010742,1.6760845184326172,1.7531728744506836,444.758594,429.077719,448.812354,71.93763958084699,392.167424,0,5
colva3,302,hdd,rand_write_4k,5,1.6619205474853516,1.637974739074707,1.6719427108764648,425.451882,419.321549,428.017378,75.204952682497,109.576192,0,5
colva3,302,hdd,seq_read,5,166.44237232208252,162.93945598602295,166.62513065338135,166.442373,162.939456,166.625131,192.184347740867,254.803968,0,5
colva3,302,hdd,seq_write,5,168.50273323059082,167.66367530822754,168.5609836578369,168.502733,167.663676,168.560984,189.66442792712797,238.026752,0,5
colva3,303,hdd,rand_read_128k,5,39.72164440155029,39.516329765319824,39.89511966705322,317.773162,316.130641,319.16096,100.67865522644,549.453824,0,5
colva3,303,hdd,rand_read_4k,5,1.7127046585083008,1.6882524490356445,1.7289257049560547,438.452579,432.192818,442.605224,72.97303227627,396.361728,0,5
colva3,303,hdd,rand_write_4k,5,1.641221046447754,1.6400508880615234,1.6495532989501953,420.152819,419.853174,422.285828,76.153055964301,111.673344,0,5
colva3,303,hdd,seq_read,5,154.5629711151123,153.94454860687256,155.61203289031982,154.562971,153.944549,155.612033,206.92513722418002,283.11552,0,5
colva3,303,hdd,seq_write,5,156.6657247543335,155.2986888885498,156.68493556976318,156.665726,155.29869,156.684936,203.981388199088,263.192576,0,5
colva3,304,hdd,rand_read_128k,5,40.76394176483154,40.522948265075684,41.12347984313965,326.111536,324.183594,328.987845,98.106404570591,557.842432,0,5
colva3,304,hdd,rand_read_4k,5,1.6660432815551758,1.6512069702148438,1.681488037109375,426.507266,422.709051,430.461042,75.014322860902,413.138944,0,5
colva3,304,hdd,rand_write_4k,5,1.6608638763427734,1.6447601318359375,1.6745901107788086,425.181389,421.058765,428.695088,75.251830716634,104.333312,0,5
colva3,304,hdd,seq_read,5,193.1237382888794,187.11740493774414,194.72863483428955,193.123739,187.117405,194.728635,165.614083726854,329.252864,5,0
colva3,304,hdd,seq_write,5,195.79349899291992,194.6509017944336,196.35289764404297,195.793499,194.650902,196.352898,163.21806214795,223.346688,5,0
colva3,305,nvme,rand_read_128k,5,5389.473683357239,5375.32808303833,5417.989417076111,43115.789474,43002.624672,43343.915344,0.738825844617,3.424256,5,0
colva3,305,nvme,rand_read_4k,5,2179.18706035614,2175.4833221435547,2187.566759109497,557871.887636,556923.730614,560017.090365,0.055907859426,0.103936,5,0
colva3,305,nvme,rand_write_4k,5,1394.7153358459473,1392.06090259552,1405.242211341858,357047.126124,356367.591082,359742.006313,0.087237355915,0.112128,5,0
colva3,305,nvme,seq_read,5,2213.097038269043,2212.6188411712646,6251.526250839233,2213.097039,2212.618842,6251.526252,14.432015034766,14.614528,5,0
colva3,305,nvme,seq_write,5,4650.317892074585,4641.885766029358,4663.023678779602,4650.317893,4641.885766,4663.023679,6.8400407190429995,11.075584,5,0
colva3,306,nvme,rand_read_128k,5,5395.152791976929,5375.32808303833,5420.8575963974,43161.222339,43002.624672,43366.860773,0.737937548828,3.391488,5,0
colva3,306,nvme,rand_read_4k,5,2184.300340652466,2178.723403930664,2189.4376735687256,559180.887372,557753.191489,560496.044473,0.055777982248,0.103936,5,0
colva3,306,nvme,rand_write_4k,5,1399.6719512939453,1397.3799123764038,1407.560136795044,358316.019683,357729.257642,360335.395189,0.086923660395,0.111104,5,0
colva3,306,nvme,seq_read,5,2213.097038269043,2211.1854887008667,6232.501521110535,2213.097039,2211.185489,6232.501522,14.432611325487997,14.614528,5,0
colva3,306,nvme,seq_write,5,4648.206990242004,4627.2028913497925,4665.148063659668,4648.20699,4627.202892,4665.148064,6.843433206249999,11.4688,5,0
colva3,307,nvme,rand_read_128k,5,5386.638610839844,5366.876309394836,5417.989417076111,43093.10889,42935.010482,43343.915344,0.7391299793820001,3.391488,5,0
colva3,307,nvme,rand_read_4k,5,2165.3626556396484,2158.061116218567,2172.7137699127197,554332.839924,552463.645943,556214.725228,0.056265858796,0.10496,5,0
colva3,307,nvme,rand_write_4k,5,1392.4394884109497,1386.219033241272,1394.3355112075806,356464.509111,354872.07256,356949.891068,0.087391173524,0.112128,5,0
colva3,307,nvme,seq_read,5,2211.1854887008667,2210.708116531372,6251.526250839233,2211.185489,2210.708117,6251.526252,14.445647018847998,14.7456,5,0
colva3,307,nvme,seq_write,5,4658.780709266663,4650.317892074585,4665.148063659668,4658.78071,4650.317893,4665.148064,6.828049400976998,10.944512,5,0
colva4,401,hdd,rand_read_128k,5,42.478349685668945,41.823222160339355,42.665802001953125,339.826804,334.585779,341.32642,94.070087729029,541.065216,0,5
colva4,401,hdd,rand_read_4k,5,1.7655820846557617,1.741713523864746,1.771498680114746,451.989152,445.878732,453.503841,70.739013608688,387.97312,0,5
colva4,401,hdd,rand_write_4k,5,1.822244644165039,1.7869062423706055,1.8264532089233398,466.494631,457.448225,467.572247,68.52080759832201,91.7504,0,5
colva4,401,hdd,seq_read,5,195.83094215393066,194.5362663269043,196.6281337738037,195.830943,194.536267,196.628135,163.225617860547,1736.441856,5,0
colva4,401,hdd,seq_write,5,197.99682807922363,196.03338623046875,198.72304821014404,197.996829,196.033387,198.723049,161.41846405,206.569472,5,0
colva4,402,hdd,rand_read_128k,5,33.958083152770996,33.88984966278076,34.1694917678833,271.664671,271.118797,273.355941,117.69528962402799,591.396864,0,5
colva4,402,hdd,rand_read_4k,5,1.627354621887207,1.6057758331298828,1.6302785873413086,416.602907,411.078766,417.351386,76.743498513714,417.333248,0,5
colva4,402,hdd,rand_write_4k,5,1.6914119720458984,1.6730937957763672,1.700209617614746,433.001531,428.31219,435.253775,73.825438342291,126.353408,0,5
colva4,402,hdd,seq_read,5,106.87098789215088,105.7127685546875,107.81192970275879,106.870989,105.712769,107.81193,299.17902099410304,1266.679808,0,5
colva4,402,hdd,seq_write,5,108.29947757720947,107.58128643035889,108.34521865844727,108.299478,107.581287,108.345219,295.16115439213,574.619648,0,5
colva4,403,hdd,rand_read_128k,5,42.95991802215576,42.75233459472656,43.216779708862305,343.679346,342.018678,345.734242,93.004356065834,517.996544,0,5
colva4,403,hdd,rand_read_4k,5,1.7857160568237305,1.7515993118286133,1.7933406829833984,457.143332,448.40953,459.09522,69.947951629153,379.584512,0,5
colva4,403,hdd,rand_write_4k,5,1.827932357788086,1.8103179931640625,1.8400135040283203,467.950852,463.441433,471.043564,68.307024894688,93.847552,0,5
colva4,403,hdd,seq_read,5,190.5648078918457,180.92831707000732,192.79648971557617,190.564809,180.928318,192.796491,167.743894744139,1753.219072,5,0
colva4,403,hdd,seq_write,5,194.21526718139648,193.62402057647705,195.07362842559814,194.215268,193.624021,195.073629,164.52223866748,229.638144,5,0
colva4,404,nvme,rand_read_128k,5,5378.151260375977,5347.258484840393,5583.424208641052,43025.210084,42778.067885,44667.393675,0.734816647803,3.391488,5,0
colva4,404,nvme,rand_read_4k,5,1628.7577533721924,1612.598424911499,1631.612491607666,416961.985049,412825.19685,417692.79796,0.074719445947,0.113152,5,0
colva4,404,nvme,rand_write_4k,5,1185.1851844787598,1182.311511039734,1186.008801460266,303407.407407,302671.746911,303618.253417,0.102659734811,0.134144,5,0
colva4,404,nvme,seq_read,5,2213.097038269043,2211.1854887008667,6538.952745437622,2213.097039,2211.185489,6538.952746,14.268155099315997,14.483456,5,0
colva4,404,nvme,seq_write,5,4673.6649923324585,4654.545454025269,4885.496182441711,4673.664993,4654.545455,4885.496183,6.760453970703,10.81344,5,0
colva4,405,nvme,rand_read_128k,5,5369.690612792969,5352.848927497864,5526.173771858215,42957.524908,42822.791427,44209.390178,0.735133796362,3.35872,5,0
colva4,405,nvme,rand_read_4k,5,1632.9134101867676,1631.612491607666,1635.521481513977,418025.8332,417692.79796,418693.499441,0.07453112041400001,0.113152,5,0
colva4,405,nvme,rand_write_4k,5,1180.2674036026,1165.755919456482,1181.902123451233,302148.455509,298433.515483,302566.943675,0.103108539498,0.136192,5,0
colva4,405,nvme,seq_read,5,2214.0540533065796,2212.140851020813,6657.997398376465,2214.054054,2212.140851,6657.997399,14.26630414873,14.483456,5,0
colva4,405,nvme,seq_write,5,4641.885766029358,4635.58171081543,4958.837772369385,4641.885766,4635.581711,4958.837772,6.806631129199,11.337728,5,0
colva4,406,nvme,rand_read_128k,5,5364.06495475769,5358.451072692871,5372.507869720459,42912.519644,42867.608582,42980.062959,0.735540144629,3.35872,5,0
colva4,406,nvme,rand_read_4k,5,1629.27605342865,1625.6548652648926,1637.0903272628784,417094.669849,416167.645658,419095.123901,0.074696550615,0.113152,5,0
colva4,406,nvme,rand_write_4k,5,1179.0443286895752,1176.2003211975098,1183.2678527832031,301835.348302,301107.282334,302916.570372,0.103213960059,0.136192,5,0
colva4,406,nvme,seq_read,5,2213.097038269043,2212.6188411712646,6632.124351501465,2213.097039,2212.618842,6632.124352,14.270835524511998,14.483456,5,0
colva4,406,nvme,seq_write,5,4665.148063659668,4656.662118911743,4894.837475776672,4665.148064,4656.662119,4894.837476,6.773994404590001,11.206656,5,0
colva4,407,nvme,rand_read_128k,5,5375.32808303833,5350.05224609375,5438.130641937256,43002.624672,42800.417973,43505.045141,0.7341960768920001,3.424256,5,0
colva4,407,nvme,rand_read_4k,5,1620.2531642913818,1616.161615371704,1622.0497379302979,414784.810127,413737.373737,415244.73309,0.075107820782,0.112128,5,0
colva4,407,nvme,rand_write_4k,5,1169.750970840454,1160.7345266342163,1180.8118076324463,299456.248572,297148.038993,302287.822878,0.104045263865,0.13824,5,0
colva4,407,nvme,seq_read,5,2213.097038269043,2209.277237892151,6657.997398376465,2213.097039,2209.277238,6657.997399,14.271171292675998,14.483456,5,0
colva4,407,nvme,seq_write,5,4680.073125839233,4667.274384498596,4897.178382873535,4680.073126,4667.274385,4897.178384,6.7522155839839995,10.944512,5,0
